Chloe touched the donut and so did Sophia .	* donut ( x _ 1 ) ; touch . agent ( x _ 2 , Chloe ) AND touch . theme ( x _ 2 , x _ 1 ) AND touch . agent ( x _ 3 , Sophia ) AND touch . theme ( x _ 3 , x _ 1 )	elips_VPE_gen
A boy said that Emma tolerated the princess and so did Olivia .	* princess ( x _ 2 ) ; boy ( x _ 0 ) AND say . agent ( x _ 3 , x _ 0 ) AND say . ccomp ( x _ 3, x _ 4 ) AND tolerate . agent ( x _ 4 , Emma ) AND tolerate . theme ( x _ 4 , x _ 2 ) AND say . agent ( x _ 5 , Olivia ) AND say . ccomp ( x _ 5, x _ 6 ) AND tolerate . agent ( x _ 6 , Emma ) AND tolerate . theme ( x _ 6 , x _ 2 )	elips_VPE_gen
Olivia called a girl and so did the boy .	* boy ( x _ 1 ) ; girl ( x _ 2 ) AND call . agent ( x _ 3 , Olivia ) AND call . theme ( x _ 3 , x _ 2 ) AND call . agent ( x _ 4 , x _ 1 ) AND call . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
A student held Penelope and so did James .	student ( x _ 0 ) AND hold . agent ( x _ 1 , x _ 0 ) AND hold . theme ( x _ 1 , Penelope ) AND hold . agent ( x _ 2 , James ) AND hold . theme ( x _ 2 , Penelope )	elips_VPE_gen
Emma pierced the baby and so did the bird .	* baby ( x _ 2 ) ; * bird ( x _ 1 ) ; pierce . agent ( x _ 3 , Emma ) AND pierce . theme ( x _ 3 , x _ 2 ) AND pierce . agent ( x _ 4 , x _ 1 ) AND pierce . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
Carter threw the drink and so did Emma .	* drink ( x _ 1 ) ; throw . agent ( x _ 2 , Carter ) AND throw . theme ( x _ 2 , x _ 1 ) AND throw . agent ( x _ 3 , Emma ) AND throw . theme ( x _ 3 , x _ 1 )	elips_VPE_gen
The deer appreciated that a mouse threw the donut and so did Liam .	* deer ( x _ 0 ) ; * donut ( x _ 4 ) ; mouse ( x _ 3 ) AND appreciate . agent ( x _ 5 , x _ 0 ) AND appreciate . ccomp ( x _ 5, x _ 6 ) AND throw . agent ( x _ 6 , x _ 3 ) AND throw . theme ( x _ 6 , x _ 4 ) AND appreciate . agent ( x _ 7 , Liam ) AND appreciate . ccomp ( x _ 7, x _ 8 ) AND throw . agent ( x _ 8 , x _ 3 ) AND throw . theme ( x _ 8 , x _ 4 )	elips_VPE_gen
A bird held a girl and so did Emma .	bird ( x _ 0 ) AND girl ( x _ 2 ) AND hold . agent ( x _ 3 , x _ 0 ) AND hold . theme ( x _ 3 , x _ 2 ) AND hold . agent ( x _ 4 , Emma ) AND hold . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
The student said that Isabella discovered a girl and so did Emma .	* student ( x _ 0 ) ; girl ( x _ 2 ) AND say . agent ( x _ 3 , x _ 0 ) AND say . ccomp ( x _ 3, x _ 4 ) AND discover . agent ( x _ 4 , Isabella ) AND discover . theme ( x _ 4 , x _ 2 ) AND say . agent ( x _ 5 , Emma ) AND say . ccomp ( x _ 5, x _ 6 ) AND discover . agent ( x _ 6 , Isabella ) AND discover . theme ( x _ 6 , x _ 2 )	elips_VPE_gen
Hannah threw the tool and so did a monkey .	* tool ( x _ 2 ) ; monkey ( x _ 1 ) AND throw . agent ( x _ 3 , Hannah ) AND throw . theme ( x _ 3 , x _ 2 ) AND throw . agent ( x _ 4 , x _ 1 ) AND throw . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
Ava threw Isaac and so did Lucas .	throw . agent ( x _ 0 , Ava ) AND throw . theme ( x _ 0 , Isaac ) AND throw . agent ( x _ 1 , Lucas ) AND throw . theme ( x _ 1 , Isaac )	elips_VPE_gen
Jacob noticed the brush and so did the boy .	* brush ( x _ 2 ) ; * boy ( x _ 1 ) ; notice . agent ( x _ 3 , Jacob ) AND notice . theme ( x _ 3 , x _ 2 ) AND notice . agent ( x _ 4 , x _ 1 ) AND notice . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
Emma heard a girl and so did William .	girl ( x _ 1 ) AND hear . agent ( x _ 2 , Emma ) AND hear . theme ( x _ 2 , x _ 1 ) AND hear . agent ( x _ 3 , William ) AND hear . theme ( x _ 3 , x _ 1 )	elips_VPE_gen
Emily threw a girl and so did the boy .	* boy ( x _ 1 ) ; girl ( x _ 2 ) AND throw . agent ( x _ 3 , Emily ) AND throw . theme ( x _ 3 , x _ 2 ) AND throw . agent ( x _ 4 , x _ 1 ) AND throw . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
Ava knew the sandwich and so did a girl .	* sandwich ( x _ 2 ) ; girl ( x _ 1 ) AND know . agent ( x _ 3 , Ava ) AND know . theme ( x _ 3 , x _ 2 ) AND know . agent ( x _ 4 , x _ 1 ) AND know . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
Emma called Penelope and so did a bunny .	bunny ( x _ 0 ) AND call . agent ( x _ 1 , Emma ) AND call . theme ( x _ 1 , Penelope ) AND call . agent ( x _ 2 , x _ 0 ) AND call . theme ( x _ 2 , Penelope )	elips_VPE_gen
The girl observed Wyatt and so did Matthew .	* girl ( x _ 0 ) ; observe . agent ( x _ 1 , x _ 0 ) AND observe . theme ( x _ 1 , Wyatt ) AND observe . agent ( x _ 2 , Matthew ) AND observe . theme ( x _ 2 , Wyatt )	elips_VPE_gen
Emma worshipped the cake and so did the squirrel .	* cake ( x _ 2 ) ; * squirrel ( x _ 1 ) ; worship . agent ( x _ 3 , Emma ) AND worship . theme ( x _ 3 , x _ 2 ) AND worship . agent ( x _ 4 , x _ 1 ) AND worship . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
A mouse called a teacher and so did the girl .	* girl ( x _ 2 ) ; mouse ( x _ 0 ) AND teacher ( x _ 3 ) AND call . agent ( x _ 4 , x _ 0 ) AND call . theme ( x _ 4 , x _ 3 ) AND call . agent ( x _ 5 , x _ 2 ) AND call . theme ( x _ 5 , x _ 3 )	elips_VPE_gen
Emma liked that Charlotte threw a boy and so did a girl .	boy ( x _ 2 ) AND girl ( x _ 1 ) AND like . agent ( x _ 3 , Emma ) AND like . ccomp ( x _ 3, x _ 4 ) AND throw . agent ( x _ 4 , Charlotte ) AND throw . theme ( x _ 4 , x _ 2 ) AND like . agent ( x _ 5 , x _ 1 ) AND like . ccomp ( x _ 5, x _ 6 ) AND throw . agent ( x _ 6 , Charlotte ) AND throw . theme ( x _ 6 , x _ 2 )	elips_VPE_gen
James hoped that Emma called the cake and so did Olivia .	* cake ( x _ 1 ) ; hope . agent ( x _ 2 , James ) AND hope . ccomp ( x _ 2, x _ 3 ) AND call . agent ( x _ 3 , Emma ) AND call . theme ( x _ 3 , x _ 1 ) AND hope . agent ( x _ 4 , Olivia ) AND hope . ccomp ( x _ 4, x _ 5 ) AND call . agent ( x _ 5 , Emma ) AND call . theme ( x _ 5 , x _ 1 )	elips_VPE_gen
Oliver meant that Emma tolerated a raisin and so did the giraffe .	* giraffe ( x _ 1 ) ; raisin ( x _ 2 ) AND mean . agent ( x _ 3 , Oliver ) AND mean . ccomp ( x _ 3, x _ 4 ) AND tolerate . agent ( x _ 4 , Emma ) AND tolerate . theme ( x _ 4 , x _ 2 ) AND mean . agent ( x _ 5 , x _ 1 ) AND mean . ccomp ( x _ 5, x _ 6 ) AND tolerate . agent ( x _ 6 , Emma ) AND tolerate . theme ( x _ 6 , x _ 2 )	elips_VPE_gen
A giraffe heard Layla and so did a student .	giraffe ( x _ 0 ) AND student ( x _ 1 ) AND hear . agent ( x _ 2 , x _ 0 ) AND hear . theme ( x _ 2 , Layla ) AND hear . agent ( x _ 3 , x _ 1 ) AND hear . theme ( x _ 3 , Layla )	elips_VPE_gen
Natalie tossed the girl and so did a squirrel .	* girl ( x _ 2 ) ; squirrel ( x _ 1 ) AND toss . agent ( x _ 3 , Natalie ) AND toss . theme ( x _ 3 , x _ 2 ) AND toss . agent ( x _ 4 , x _ 1 ) AND toss . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
Emma called a cake and so did a boy .	cake ( x _ 2 ) AND boy ( x _ 1 ) AND call . agent ( x _ 3 , Emma ) AND call . theme ( x _ 3 , x _ 2 ) AND call . agent ( x _ 4 , x _ 1 ) AND call . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
A tiger liked that Emma packed a brush and so did Aubrey .	tiger ( x _ 0 ) AND brush ( x _ 2 ) AND like . agent ( x _ 3 , x _ 0 ) AND like . ccomp ( x _ 3, x _ 4 ) AND pack . agent ( x _ 4 , Emma ) AND pack . theme ( x _ 4 , x _ 2 ) AND like . agent ( x _ 5 , Aubrey ) AND like . ccomp ( x _ 5, x _ 6 ) AND pack . agent ( x _ 6 , Emma ) AND pack . theme ( x _ 6 , x _ 2 )	elips_VPE_gen
Grace threw a cake and so did a boy .	cake ( x _ 2 ) AND boy ( x _ 1 ) AND throw . agent ( x _ 3 , Grace ) AND throw . theme ( x _ 3 , x _ 2 ) AND throw . agent ( x _ 4 , x _ 1 ) AND throw . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
Emma pierced the pencil and so did the girl .	* pencil ( x _ 2 ) ; * girl ( x _ 1 ) ; pierce . agent ( x _ 3 , Emma ) AND pierce . theme ( x _ 3 , x _ 2 ) AND pierce . agent ( x _ 4 , x _ 1 ) AND pierce . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
Emma called the pencil and so did Liam .	* pencil ( x _ 1 ) ; call . agent ( x _ 2 , Emma ) AND call . theme ( x _ 2 , x _ 1 ) AND call . agent ( x _ 3 , Liam ) AND call . theme ( x _ 3 , x _ 1 )	elips_VPE_gen
A girl tolerated the box and so did James .	* box ( x _ 2 ) ; girl ( x _ 0 ) AND tolerate . agent ( x _ 3 , x _ 0 ) AND tolerate . theme ( x _ 3 , x _ 2 ) AND tolerate . agent ( x _ 4 , James ) AND tolerate . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
A cat valued Penelope and so did the girl .	* girl ( x _ 1 ) ; cat ( x _ 0 ) AND value . agent ( x _ 2 , x _ 0 ) AND value . theme ( x _ 2 , Penelope ) AND value . agent ( x _ 3 , x _ 1 ) AND value . theme ( x _ 3 , Penelope )	elips_VPE_gen
Liam threw the bottle and so did the queen .	* bottle ( x _ 2 ) ; * queen ( x _ 1 ) ; throw . agent ( x _ 3 , Liam ) AND throw . theme ( x _ 3 , x _ 2 ) AND throw . agent ( x _ 4 , x _ 1 ) AND throw . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
The boy held the box and so did a producer .	* boy ( x _ 0 ) ; * box ( x _ 3 ) ; producer ( x _ 2 ) AND hold . agent ( x _ 4 , x _ 0 ) AND hold . theme ( x _ 4 , x _ 3 ) AND hold . agent ( x _ 5 , x _ 2 ) AND hold . theme ( x _ 5 , x _ 3 )	elips_VPE_gen
The girl packed the teacher and so did Oliver .	* girl ( x _ 0 ) ; * teacher ( x _ 2 ) ; pack . agent ( x _ 3 , x _ 0 ) AND pack . theme ( x _ 3 , x _ 2 ) AND pack . agent ( x _ 4 , Oliver ) AND pack . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
A researcher saw Penelope and so did Emma .	researcher ( x _ 0 ) AND see . agent ( x _ 1 , x _ 0 ) AND see . theme ( x _ 1 , Penelope ) AND see . agent ( x _ 2 , Emma ) AND see . theme ( x _ 2 , Penelope )	elips_VPE_gen
A monkey called a rose and so did Isaac .	monkey ( x _ 0 ) AND rose ( x _ 2 ) AND call . agent ( x _ 3 , x _ 0 ) AND call . theme ( x _ 3 , x _ 2 ) AND call . agent ( x _ 4 , Isaac ) AND call . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
William stabbed Aurora and so did the girl .	* girl ( x _ 0 ) ; stab . agent ( x _ 1 , William ) AND stab . theme ( x _ 1 , Aurora ) AND stab . agent ( x _ 2 , x _ 0 ) AND stab . theme ( x _ 2 , Aurora )	elips_VPE_gen
Samuel tossed the melon and so did the cat .	* melon ( x _ 2 ) ; * cat ( x _ 1 ) ; toss . agent ( x _ 3 , Samuel ) AND toss . theme ( x _ 3 , x _ 2 ) AND toss . agent ( x _ 4 , x _ 1 ) AND toss . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
Elizabeth tolerated the student and so did the boy .	* student ( x _ 2 ) ; * boy ( x _ 1 ) ; tolerate . agent ( x _ 3 , Elizabeth ) AND tolerate . theme ( x _ 3 , x _ 2 ) AND tolerate . agent ( x _ 4 , x _ 1 ) AND tolerate . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
William observed a cookie and so did a hero .	cookie ( x _ 2 ) AND hero ( x _ 1 ) AND observe . agent ( x _ 3 , William ) AND observe . theme ( x _ 3 , x _ 2 ) AND observe . agent ( x _ 4 , x _ 1 ) AND observe . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
A spokesman heard Jack and so did a boy .	spokesman ( x _ 0 ) AND boy ( x _ 1 ) AND hear . agent ( x _ 2 , x _ 0 ) AND hear . theme ( x _ 2 , Jack ) AND hear . agent ( x _ 3 , x _ 1 ) AND hear . theme ( x _ 3 , Jack )	elips_VPE_gen
A citizen investigated a cookie and so did the girl .	* girl ( x _ 2 ) ; citizen ( x _ 0 ) AND cookie ( x _ 3 ) AND investigate . agent ( x _ 4 , x _ 0 ) AND investigate . theme ( x _ 4 , x _ 3 ) AND investigate . agent ( x _ 5 , x _ 2 ) AND investigate . theme ( x _ 5 , x _ 3 )	elips_VPE_gen
Emma heard the donut and so did the girl .	* donut ( x _ 2 ) ; * girl ( x _ 1 ) ; hear . agent ( x _ 3 , Emma ) AND hear . theme ( x _ 3 , x _ 2 ) AND hear . agent ( x _ 4 , x _ 1 ) AND hear . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
A girl heard the donut and so did Charlotte .	* donut ( x _ 2 ) ; girl ( x _ 0 ) AND hear . agent ( x _ 3 , x _ 0 ) AND hear . theme ( x _ 3 , x _ 2 ) AND hear . agent ( x _ 4 , Charlotte ) AND hear . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
Sophia worshipped Penelope and so did Olivia .	worship . agent ( x _ 0 , Sophia ) AND worship . theme ( x _ 0 , Penelope ) AND worship . agent ( x _ 1 , Olivia ) AND worship . theme ( x _ 1 , Penelope )	elips_VPE_gen
Bella admired that the girl tossed a baby and so did Emma .	* girl ( x _ 2 ) ; baby ( x _ 3 ) AND admire . agent ( x _ 4 , Bella ) AND admire . ccomp ( x _ 4, x _ 5 ) AND toss . agent ( x _ 5 , x _ 2 ) AND toss . theme ( x _ 5 , x _ 3 ) AND admire . agent ( x _ 6 , Emma ) AND admire . ccomp ( x _ 6, x _ 7 ) AND toss . agent ( x _ 7 , x _ 2 ) AND toss . theme ( x _ 7 , x _ 3 )	elips_VPE_gen
A bird liked that the horse valued Penelope and so did Elijah .	* horse ( x _ 2 ) ; bird ( x _ 0 ) AND like . agent ( x _ 3 , x _ 0 ) AND like . ccomp ( x _ 3, x _ 4 ) AND value . agent ( x _ 4 , x _ 2 ) AND value . theme ( x _ 4 , Penelope ) AND like . agent ( x _ 5 , Elijah ) AND like . ccomp ( x _ 5, x _ 6 ) AND value . agent ( x _ 6 , x _ 2 ) AND value . theme ( x _ 6 , Penelope )	elips_VPE_gen
A dog threw the bat and so did Olivia .	* bat ( x _ 2 ) ; dog ( x _ 0 ) AND throw . agent ( x _ 3 , x _ 0 ) AND throw . theme ( x _ 3 , x _ 2 ) AND throw . agent ( x _ 4 , Olivia ) AND throw . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
A teacher liked that Aria packed Penelope and so did the servant .	* servant ( x _ 1 ) ; teacher ( x _ 0 ) AND like . agent ( x _ 2 , x _ 0 ) AND like . ccomp ( x _ 2, x _ 3 ) AND pack . agent ( x _ 3 , Aria ) AND pack . theme ( x _ 3 , Penelope ) AND like . agent ( x _ 4 , x _ 1 ) AND like . ccomp ( x _ 4, x _ 5 ) AND pack . agent ( x _ 5 , Aria ) AND pack . theme ( x _ 5 , Penelope )	elips_VPE_gen
Emma saw a pizza and so did a baby .	pizza ( x _ 2 ) AND baby ( x _ 1 ) AND see . agent ( x _ 3 , Emma ) AND see . theme ( x _ 3 , x _ 2 ) AND see . agent ( x _ 4 , x _ 1 ) AND see . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
Olivia discovered Jack and so did a dog .	dog ( x _ 0 ) AND discover . agent ( x _ 1 , Olivia ) AND discover . theme ( x _ 1 , Jack ) AND discover . agent ( x _ 2 , x _ 0 ) AND discover . theme ( x _ 2 , Jack )	elips_VPE_gen
The boy expected that the dog tolerated the girl and so did a cat .	* boy ( x _ 0 ) ; * dog ( x _ 4 ) ; * girl ( x _ 5 ) ; cat ( x _ 3 ) AND expect . agent ( x _ 6 , x _ 0 ) AND expect . ccomp ( x _ 6, x _ 7 ) AND tolerate . agent ( x _ 7 , x _ 4 ) AND tolerate . theme ( x _ 7 , x _ 5 ) AND expect . agent ( x _ 8 , x _ 3 ) AND expect . ccomp ( x _ 8, x _ 9 ) AND tolerate . agent ( x _ 9 , x _ 4 ) AND tolerate . theme ( x _ 9 , x _ 5 )	elips_VPE_gen
Liam admired that Hannah touched Layla and so did the passenger .	* passenger ( x _ 0 ) ; admire . agent ( x _ 1 , Liam ) AND admire . ccomp ( x _ 1, x _ 2 ) AND touch . agent ( x _ 2 , Hannah ) AND touch . theme ( x _ 2 , Layla ) AND admire . agent ( x _ 3 , x _ 0 ) AND admire . ccomp ( x _ 3, x _ 4 ) AND touch . agent ( x _ 4 , Hannah ) AND touch . theme ( x _ 4 , Layla )	elips_VPE_gen
Emma called the boy and so did a girl .	* boy ( x _ 2 ) ; girl ( x _ 1 ) AND call . agent ( x _ 3 , Emma ) AND call . theme ( x _ 3 , x _ 2 ) AND call . agent ( x _ 4 , x _ 1 ) AND call . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
A girl packed a hamburger and so did a sailor .	girl ( x _ 0 ) AND hamburger ( x _ 3 ) AND sailor ( x _ 2 ) AND pack . agent ( x _ 4 , x _ 0 ) AND pack . theme ( x _ 4 , x _ 3 ) AND pack . agent ( x _ 5 , x _ 2 ) AND pack . theme ( x _ 5 , x _ 3 )	elips_VPE_gen
The lion noticed Penelope and so did Sophia .	* lion ( x _ 0 ) ; notice . agent ( x _ 1 , x _ 0 ) AND notice . theme ( x _ 1 , Penelope ) AND notice . agent ( x _ 2 , Sophia ) AND notice . theme ( x _ 2 , Penelope )	elips_VPE_gen
Emma packed Layla and so did Olivia .	pack . agent ( x _ 0 , Emma ) AND pack . theme ( x _ 0 , Layla ) AND pack . agent ( x _ 1 , Olivia ) AND pack . theme ( x _ 1 , Layla )	elips_VPE_gen
A dealer declared that the girl threw Jaxon and so did Noah .	* girl ( x _ 2 ) ; dealer ( x _ 0 ) AND declare . agent ( x _ 3 , x _ 0 ) AND declare . ccomp ( x _ 3, x _ 4 ) AND throw . agent ( x _ 4 , x _ 2 ) AND throw . theme ( x _ 4 , Jaxon ) AND declare . agent ( x _ 5 , Noah ) AND declare . ccomp ( x _ 5, x _ 6 ) AND throw . agent ( x _ 6 , x _ 2 ) AND throw . theme ( x _ 6 , Jaxon )	elips_VPE_gen
A cat called the frog and so did Emma .	* frog ( x _ 2 ) ; cat ( x _ 0 ) AND call . agent ( x _ 3 , x _ 0 ) AND call . theme ( x _ 3 , x _ 2 ) AND call . agent ( x _ 4 , Emma ) AND call . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
Liam knew the cake and so did a monkey .	* cake ( x _ 2 ) ; monkey ( x _ 1 ) AND know . agent ( x _ 3 , Liam ) AND know . theme ( x _ 3 , x _ 2 ) AND know . agent ( x _ 4 , x _ 1 ) AND know . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
The puppy liked that the lion tolerated the child and so did Lucas .	* puppy ( x _ 0 ) ; * lion ( x _ 3 ) ; * child ( x _ 4 ) ; like . agent ( x _ 5 , x _ 0 ) AND like . ccomp ( x _ 5, x _ 6 ) AND tolerate . agent ( x _ 6 , x _ 3 ) AND tolerate . theme ( x _ 6 , x _ 4 ) AND like . agent ( x _ 7 , Lucas ) AND like . ccomp ( x _ 7, x _ 8 ) AND tolerate . agent ( x _ 8 , x _ 3 ) AND tolerate . theme ( x _ 8 , x _ 4 )	elips_VPE_gen
Ava saw the leaf and so did Liam .	* leaf ( x _ 1 ) ; see . agent ( x _ 2 , Ava ) AND see . theme ( x _ 2 , x _ 1 ) AND see . agent ( x _ 3 , Liam ) AND see . theme ( x _ 3 , x _ 1 )	elips_VPE_gen
Natalie tolerated Layla and so did Christopher .	tolerate . agent ( x _ 0 , Natalie ) AND tolerate . theme ( x _ 0 , Layla ) AND tolerate . agent ( x _ 1 , Christopher ) AND tolerate . theme ( x _ 1 , Layla )	elips_VPE_gen
Jacob valued a donut and so did the cat .	* cat ( x _ 1 ) ; donut ( x _ 2 ) AND value . agent ( x _ 3 , Jacob ) AND value . theme ( x _ 3 , x _ 2 ) AND value . agent ( x _ 4 , x _ 1 ) AND value . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
The giraffe liked that a cat observed the girl and so did David .	* giraffe ( x _ 0 ) ; * girl ( x _ 4 ) ; cat ( x _ 3 ) AND like . agent ( x _ 5 , x _ 0 ) AND like . ccomp ( x _ 5, x _ 6 ) AND observe . agent ( x _ 6 , x _ 3 ) AND observe . theme ( x _ 6 , x _ 4 ) AND like . agent ( x _ 7 , David ) AND like . ccomp ( x _ 7, x _ 8 ) AND observe . agent ( x _ 8 , x _ 3 ) AND observe . theme ( x _ 8 , x _ 4 )	elips_VPE_gen
The girl tolerated a bat and so did the hen .	* girl ( x _ 0 ) ; * hen ( x _ 2 ) ; bat ( x _ 3 ) AND tolerate . agent ( x _ 4 , x _ 0 ) AND tolerate . theme ( x _ 4 , x _ 3 ) AND tolerate . agent ( x _ 5 , x _ 2 ) AND tolerate . theme ( x _ 5 , x _ 3 )	elips_VPE_gen
Emma threw the pickle and so did William .	* pickle ( x _ 1 ) ; throw . agent ( x _ 2 , Emma ) AND throw . theme ( x _ 2 , x _ 1 ) AND throw . agent ( x _ 3 , William ) AND throw . theme ( x _ 3 , x _ 1 )	elips_VPE_gen
Emma held Lillian and so did Oliver .	hold . agent ( x _ 0 , Emma ) AND hold . theme ( x _ 0 , Lillian ) AND hold . agent ( x _ 1 , Oliver ) AND hold . theme ( x _ 1 , Lillian )	elips_VPE_gen
Liam held Ellie and so did William .	hold . agent ( x _ 0 , Liam ) AND hold . theme ( x _ 0 , Ellie ) AND hold . agent ( x _ 1 , William ) AND hold . theme ( x _ 1 , Ellie )	elips_VPE_gen
The girl worshipped a melon and so did Emma .	* girl ( x _ 0 ) ; melon ( x _ 2 ) AND worship . agent ( x _ 3 , x _ 0 ) AND worship . theme ( x _ 3 , x _ 2 ) AND worship . agent ( x _ 4 , Emma ) AND worship . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
The mouse saw the girl and so did Elijah .	* mouse ( x _ 0 ) ; * girl ( x _ 2 ) ; see . agent ( x _ 3 , x _ 0 ) AND see . theme ( x _ 3 , x _ 2 ) AND see . agent ( x _ 4 , Elijah ) AND see . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
Emma threw the donut and so did a girl .	* donut ( x _ 2 ) ; girl ( x _ 1 ) AND throw . agent ( x _ 3 , Emma ) AND throw . theme ( x _ 3 , x _ 2 ) AND throw . agent ( x _ 4 , x _ 1 ) AND throw . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
Noah valued the cake and so did a cat .	* cake ( x _ 2 ) ; cat ( x _ 1 ) AND value . agent ( x _ 3 , Noah ) AND value . theme ( x _ 3 , x _ 2 ) AND value . agent ( x _ 4 , x _ 1 ) AND value . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
Emma threw a lion and so did a girl .	lion ( x _ 2 ) AND girl ( x _ 1 ) AND throw . agent ( x _ 3 , Emma ) AND throw . theme ( x _ 3 , x _ 2 ) AND throw . agent ( x _ 4 , x _ 1 ) AND throw . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
The child saw the baby and so did a girl .	* child ( x _ 0 ) ; * baby ( x _ 3 ) ; girl ( x _ 2 ) AND see . agent ( x _ 4 , x _ 0 ) AND see . theme ( x _ 4 , x _ 3 ) AND see . agent ( x _ 5 , x _ 2 ) AND see . theme ( x _ 5 , x _ 3 )	elips_VPE_gen
The boy threw the liver and so did William .	* boy ( x _ 0 ) ; * liver ( x _ 2 ) ; throw . agent ( x _ 3 , x _ 0 ) AND throw . theme ( x _ 3 , x _ 2 ) AND throw . agent ( x _ 4 , William ) AND throw . theme ( x _ 4 , x _ 2 )	elips_VPE_gen
