0	The cat sketched and Charlotte helped a girl .	* cat ( x _ 0 ) ; girl ( x _ 2 ) AND sketch . agent ( x _ 3 , x _ 0 ) AND sketch . theme ( x _ 3 , x _ 2 ) AND help . agent ( x _ 4 , Charlotte ) AND help . theme ( x _ 4 , x _ 2 )	elips_RNR_in_dist
1	Oliver called and Liam loved Jayden .	call . agent ( x _ 0 , Oliver ) AND call . theme ( x _ 0 , Jayden ) AND love . agent ( x _ 1 , Liam ) AND love . theme ( x _ 1 , Jayden )	elips_RNR_in_dist
2	A cat liked and the donkey liked Isaac .	* donkey ( x _ 1 ) ; cat ( x _ 0 ) AND like . agent ( x _ 2 , x _ 0 ) AND like . theme ( x _ 2 , Isaac ) AND like . agent ( x _ 3 , x _ 1 ) AND like . theme ( x _ 3 , Isaac )	elips_RNR_in_dist
3	Logan missed and Olivia found Jayden .	miss . agent ( x _ 0 , Logan ) AND miss . theme ( x _ 0 , Jayden ) AND find . agent ( x _ 1 , Olivia ) AND find . theme ( x _ 1 , Jayden )	elips_RNR_in_dist
4	Emma liked and a tiger found Gabriel .	tiger ( x _ 0 ) AND like . agent ( x _ 1 , Emma ) AND like . theme ( x _ 1 , Gabriel ) AND find . agent ( x _ 2 , x _ 0 ) AND find . theme ( x _ 2 , Gabriel )	elips_RNR_in_dist
5	Emma cleaned and Liam found Penelope .	clean . agent ( x _ 0 , Emma ) AND clean . theme ( x _ 0 , Penelope ) AND find . agent ( x _ 1 , Liam ) AND find . theme ( x _ 1 , Penelope )	elips_RNR_in_dist
6	Elizabeth painted and a baby liked Penelope .	baby ( x _ 0 ) AND paint . agent ( x _ 1 , Elizabeth ) AND paint . theme ( x _ 1 , Penelope ) AND like . agent ( x _ 2 , x _ 0 ) AND like . theme ( x _ 2 , Penelope )	elips_RNR_in_dist
7	Nathan found and Liam liked the princess .	* princess ( x _ 1 ) ; find . agent ( x _ 2 , Nathan ) AND find . theme ( x _ 2 , x _ 1 ) AND like . agent ( x _ 3 , Liam ) AND like . theme ( x _ 3 , x _ 1 )	elips_RNR_in_dist
8	A frog touched and Olivia helped a girl .	frog ( x _ 0 ) AND girl ( x _ 2 ) AND touch . agent ( x _ 3 , x _ 0 ) AND touch . theme ( x _ 3 , x _ 2 ) AND help . agent ( x _ 4 , Olivia ) AND help . theme ( x _ 4 , x _ 2 )	elips_RNR_in_dist
9	The baby ate and Scarlett poked a scientist .	* baby ( x _ 0 ) ; scientist ( x _ 2 ) AND eat . agent ( x _ 3 , x _ 0 ) AND eat . theme ( x _ 3 , x _ 2 ) AND poke . agent ( x _ 4 , Scarlett ) AND poke . theme ( x _ 4 , x _ 2 )	elips_RNR_in_dist
10	The monkey liked and the boy liked Savannah .	* monkey ( x _ 0 ) ; * boy ( x _ 1 ) ; like . agent ( x _ 2 , x _ 0 ) AND like . theme ( x _ 2 , Savannah ) AND like . agent ( x _ 3 , x _ 1 ) AND like . theme ( x _ 3 , Savannah )	elips_RNR_in_dist
11	A scientist ate and William admired the girl .	* girl ( x _ 2 ) ; scientist ( x _ 0 ) AND eat . agent ( x _ 3 , x _ 0 ) AND eat . theme ( x _ 3 , x _ 2 ) AND admire . agent ( x _ 4 , William ) AND admire . theme ( x _ 4 , x _ 2 )	elips_RNR_in_dist
12	The professor painted and Liam liked Riley .	* professor ( x _ 0 ) ; paint . agent ( x _ 1 , x _ 0 ) AND paint . theme ( x _ 1 , Riley ) AND like . agent ( x _ 2 , Liam ) AND like . theme ( x _ 2 , Riley )	elips_RNR_in_dist
13	The boy poked and a baby liked a girl .	* boy ( x _ 0 ) ; girl ( x _ 3 ) AND baby ( x _ 2 ) AND poke . agent ( x _ 4 , x _ 0 ) AND poke . theme ( x _ 4 , x _ 3 ) AND like . agent ( x _ 5 , x _ 2 ) AND like . theme ( x _ 5 , x _ 3 )	elips_RNR_in_dist
14	Olivia respected and a turtle liked a baby .	baby ( x _ 2 ) AND turtle ( x _ 1 ) AND respect . agent ( x _ 3 , Olivia ) AND respect . theme ( x _ 3 , x _ 2 ) AND like . agent ( x _ 4 , x _ 1 ) AND like . theme ( x _ 4 , x _ 2 )	elips_RNR_in_dist
15	The deer dusted and the baby liked Leah .	* deer ( x _ 0 ) ; * baby ( x _ 1 ) ; dust . agent ( x _ 2 , x _ 0 ) AND dust . theme ( x _ 2 , Leah ) AND like . agent ( x _ 3 , x _ 1 ) AND like . theme ( x _ 3 , Leah )	elips_RNR_in_dist
16	A baby missed and Emma liked a cow .	baby ( x _ 0 ) AND cow ( x _ 2 ) AND miss . agent ( x _ 3 , x _ 0 ) AND miss . theme ( x _ 3 , x _ 2 ) AND like . agent ( x _ 4 , Emma ) AND like . theme ( x _ 4 , x _ 2 )	elips_RNR_in_dist
17	Liam liked and the child touched Penelope .	* child ( x _ 0 ) ; like . agent ( x _ 1 , Liam ) AND like . theme ( x _ 1 , Penelope ) AND touch . agent ( x _ 2 , x _ 0 ) AND touch . theme ( x _ 2 , Penelope )	elips_RNR_in_dist
18	Riley painted and Bella helped a frog .	frog ( x _ 1 ) AND paint . agent ( x _ 2 , Riley ) AND paint . theme ( x _ 2 , x _ 1 ) AND help . agent ( x _ 3 , Bella ) AND help . theme ( x _ 3 , x _ 1 )	elips_RNR_in_dist
19	William pierced and the turtle poked a girl .	* turtle ( x _ 1 ) ; girl ( x _ 2 ) AND pierce . agent ( x _ 3 , William ) AND pierce . theme ( x _ 3 , x _ 2 ) AND poke . agent ( x _ 4 , x _ 1 ) AND poke . theme ( x _ 4 , x _ 2 )	elips_RNR_in_dist
20	The baby liked and the teacher liked a cat .	* baby ( x _ 0 ) ; * teacher ( x _ 2 ) ; cat ( x _ 3 ) AND like . agent ( x _ 4 , x _ 0 ) AND like . theme ( x _ 4 , x _ 3 ) AND like . agent ( x _ 5 , x _ 2 ) AND like . theme ( x _ 5 , x _ 3 )	elips_RNR_in_dist
21	William liked and the manager liked Penelope .	* manager ( x _ 0 ) ; like . agent ( x _ 1 , William ) AND like . theme ( x _ 1 , Penelope ) AND like . agent ( x _ 2 , x _ 0 ) AND like . theme ( x _ 2 , Penelope )	elips_RNR_in_dist
22	The sheep ate and a girl helped Leo .	* sheep ( x _ 0 ) ; girl ( x _ 1 ) AND eat . agent ( x _ 2 , x _ 0 ) AND eat . theme ( x _ 2 , Leo ) AND help . agent ( x _ 3 , x _ 1 ) AND help . theme ( x _ 3 , Leo )	elips_RNR_in_dist
23	Emma adored and Olivia helped Addison .	adore . agent ( x _ 0 , Emma ) AND adore . theme ( x _ 0 , Addison ) AND help . agent ( x _ 1 , Olivia ) AND help . theme ( x _ 1 , Addison )	elips_RNR_in_dist
24	The fly heard and a cat liked Luke .	* fly ( x _ 0 ) ; cat ( x _ 1 ) AND hear . agent ( x _ 2 , x _ 0 ) AND hear . theme ( x _ 2 , Luke ) AND like . agent ( x _ 3 , x _ 1 ) AND like . theme ( x _ 3 , Luke )	elips_RNR_in_dist
25	A penguin dusted and the mother helped Riley .	* mother ( x _ 1 ) ; penguin ( x _ 0 ) AND dust . agent ( x _ 2 , x _ 0 ) AND dust . theme ( x _ 2 , Riley ) AND help . agent ( x _ 3 , x _ 1 ) AND help . theme ( x _ 3 , Riley )	elips_RNR_in_dist
26	Emma painted and a guest found Wyatt .	guest ( x _ 0 ) AND paint . agent ( x _ 1 , Emma ) AND paint . theme ( x _ 1 , Wyatt ) AND find . agent ( x _ 2 , x _ 0 ) AND find . theme ( x _ 2 , Wyatt )	elips_RNR_in_dist
27	A manager found and the teacher liked a girl .	* teacher ( x _ 2 ) ; manager ( x _ 0 ) AND girl ( x _ 3 ) AND find . agent ( x _ 4 , x _ 0 ) AND find . theme ( x _ 4 , x _ 3 ) AND like . agent ( x _ 5 , x _ 2 ) AND like . theme ( x _ 5 , x _ 3 )	elips_RNR_in_dist
28	Liam called and Emma helped a girl .	girl ( x _ 1 ) AND call . agent ( x _ 2 , Liam ) AND call . theme ( x _ 2 , x _ 1 ) AND help . agent ( x _ 3 , Emma ) AND help . theme ( x _ 3 , x _ 1 )	elips_RNR_in_dist
29	Ava ate and the teacher liked Grayson .	* teacher ( x _ 0 ) ; eat . agent ( x _ 1 , Ava ) AND eat . theme ( x _ 1 , Grayson ) AND like . agent ( x _ 2 , x _ 0 ) AND like . theme ( x _ 2 , Grayson )	elips_RNR_in_dist
30	The scientist helped and the frog valued a professor .	* scientist ( x _ 0 ) ; * frog ( x _ 2 ) ; professor ( x _ 3 ) AND help . agent ( x _ 4 , x _ 0 ) AND help . theme ( x _ 4 , x _ 3 ) AND value . agent ( x _ 5 , x _ 2 ) AND value . theme ( x _ 5 , x _ 3 )	elips_RNR_in_dist
31	The girl ate and a zebra liked Andrew .	* girl ( x _ 0 ) ; zebra ( x _ 1 ) AND eat . agent ( x _ 2 , x _ 0 ) AND eat . theme ( x _ 2 , Andrew ) AND like . agent ( x _ 3 , x _ 1 ) AND like . theme ( x _ 3 , Andrew )	elips_RNR_in_dist
32	A girl helped and a cow missed the teacher .	* teacher ( x _ 3 ) ; girl ( x _ 0 ) AND cow ( x _ 2 ) AND help . agent ( x _ 4 , x _ 0 ) AND help . theme ( x _ 4 , x _ 3 ) AND miss . agent ( x _ 5 , x _ 2 ) AND miss . theme ( x _ 5 , x _ 3 )	elips_RNR_in_dist
33	Ella liked and a girl helped a cat .	cat ( x _ 2 ) AND girl ( x _ 1 ) AND like . agent ( x _ 3 , Ella ) AND like . theme ( x _ 3 , x _ 2 ) AND help . agent ( x _ 4 , x _ 1 ) AND help . theme ( x _ 4 , x _ 2 )	elips_RNR_in_dist
34	The girl painted and Emma liked Eleanor .	* girl ( x _ 0 ) ; paint . agent ( x _ 1 , x _ 0 ) AND paint . theme ( x _ 1 , Eleanor ) AND like . agent ( x _ 2 , Emma ) AND like . theme ( x _ 2 , Eleanor )	elips_RNR_in_dist
35	Liam liked and Emma admired Luke .	like . agent ( x _ 0 , Liam ) AND like . theme ( x _ 0 , Luke ) AND admire . agent ( x _ 1 , Emma ) AND admire . theme ( x _ 1 , Luke )	elips_RNR_in_dist
36	Michael ate and Brooklyn liked Penelope .	eat . agent ( x _ 0 , Michael ) AND eat . theme ( x _ 0 , Penelope ) AND like . agent ( x _ 1 , Brooklyn ) AND like . theme ( x _ 1 , Penelope )	elips_RNR_in_dist
37	The cat ate and the girl appreciated Lily .	* cat ( x _ 0 ) ; * girl ( x _ 1 ) ; eat . agent ( x _ 2 , x _ 0 ) AND eat . theme ( x _ 2 , Lily ) AND appreciate . agent ( x _ 3 , x _ 1 ) AND appreciate . theme ( x _ 3 , Lily )	elips_RNR_in_dist
38	A girl ate and the buyer worshipped the boy .	* boy ( x _ 3 ) ; * buyer ( x _ 2 ) ; girl ( x _ 0 ) AND eat . agent ( x _ 4 , x _ 0 ) AND eat . theme ( x _ 4 , x _ 3 ) AND worship . agent ( x _ 5 , x _ 2 ) AND worship . theme ( x _ 5 , x _ 3 )	elips_RNR_in_dist
39	Mia ate and Emma poked Penelope .	eat . agent ( x _ 0 , Mia ) AND eat . theme ( x _ 0 , Penelope ) AND poke . agent ( x _ 1 , Emma ) AND poke . theme ( x _ 1 , Penelope )	elips_RNR_in_dist
40	Joseph worshipped and Olivia appreciated Penelope .	worship . agent ( x _ 0 , Joseph ) AND worship . theme ( x _ 0 , Penelope ) AND appreciate . agent ( x _ 1 , Olivia ) AND appreciate . theme ( x _ 1 , Penelope )	elips_RNR_in_dist
41	Ellie appreciated and the horse helped a girl .	* horse ( x _ 1 ) ; girl ( x _ 2 ) AND appreciate . agent ( x _ 3 , Ellie ) AND appreciate . theme ( x _ 3 , x _ 2 ) AND help . agent ( x _ 4 , x _ 1 ) AND help . theme ( x _ 4 , x _ 2 )	elips_RNR_in_dist
42	The girl ate and Abigail helped Penelope .	* girl ( x _ 0 ) ; eat . agent ( x _ 1 , x _ 0 ) AND eat . theme ( x _ 1 , Penelope ) AND help . agent ( x _ 2 , Abigail ) AND help . theme ( x _ 2 , Penelope )	elips_RNR_in_dist
43	A horse painted and Luna helped Brooklyn .	horse ( x _ 0 ) AND paint . agent ( x _ 1 , x _ 0 ) AND paint . theme ( x _ 1 , Brooklyn ) AND help . agent ( x _ 2 , Luna ) AND help . theme ( x _ 2 , Brooklyn )	elips_RNR_in_dist
44	The dog ate and the girl liked Andrew .	* dog ( x _ 0 ) ; * girl ( x _ 1 ) ; eat . agent ( x _ 2 , x _ 0 ) AND eat . theme ( x _ 2 , Andrew ) AND like . agent ( x _ 3 , x _ 1 ) AND like . theme ( x _ 3 , Andrew )	elips_RNR_in_dist
45	Olivia ate and Emma threw the girl .	* girl ( x _ 1 ) ; eat . agent ( x _ 2 , Olivia ) AND eat . theme ( x _ 2 , x _ 1 ) AND throw . agent ( x _ 3 , Emma ) AND throw . theme ( x _ 3 , x _ 1 )	elips_RNR_in_dist
46	James liked and a duck liked Wyatt .	duck ( x _ 0 ) AND like . agent ( x _ 1 , James ) AND like . theme ( x _ 1 , Wyatt ) AND like . agent ( x _ 2 , x _ 0 ) AND like . theme ( x _ 2 , Wyatt )	elips_RNR_in_dist
47	The girl liked and Levi admired Wyatt .	* girl ( x _ 0 ) ; like . agent ( x _ 1 , x _ 0 ) AND like . theme ( x _ 1 , Wyatt ) AND admire . agent ( x _ 2 , Levi ) AND admire . theme ( x _ 2 , Wyatt )	elips_RNR_in_dist
48	The girl ate and Liam adored John .	* girl ( x _ 0 ) ; eat . agent ( x _ 1 , x _ 0 ) AND eat . theme ( x _ 1 , John ) AND adore . agent ( x _ 2 , Liam ) AND adore . theme ( x _ 2 , John )	elips_RNR_in_dist
49	Liam liked and the patient tolerated a girl .	* patient ( x _ 1 ) ; girl ( x _ 2 ) AND like . agent ( x _ 3 , Liam ) AND like . theme ( x _ 3 , x _ 2 ) AND tolerate . agent ( x _ 4 , x _ 1 ) AND tolerate . theme ( x _ 4 , x _ 2 )	elips_RNR_in_dist
50	The dog liked and Emma liked the girl .	* dog ( x _ 0 ) ; * girl ( x _ 2 ) ; like . agent ( x _ 3 , x _ 0 ) AND like . theme ( x _ 3 , x _ 2 ) AND like . agent ( x _ 4 , Emma ) AND like . theme ( x _ 4 , x _ 2 )	elips_RNR_in_dist
51	A turkey respected and the baby liked Wyatt .	* baby ( x _ 1 ) ; turkey ( x _ 0 ) AND respect . agent ( x _ 2 , x _ 0 ) AND respect . theme ( x _ 2 , Wyatt ) AND like . agent ( x _ 3 , x _ 1 ) AND like . theme ( x _ 3 , Wyatt )	elips_RNR_in_dist
52	The girl nursed and Joseph adored the cat .	* girl ( x _ 0 ) ; * cat ( x _ 2 ) ; nurse . agent ( x _ 3 , x _ 0 ) AND nurse . theme ( x _ 3 , x _ 2 ) AND adore . agent ( x _ 4 , Joseph ) AND adore . theme ( x _ 4 , x _ 2 )	elips_RNR_in_dist
53	Olivia called and a boy liked a king .	king ( x _ 2 ) AND boy ( x _ 1 ) AND call . agent ( x _ 3 , Olivia ) AND call . theme ( x _ 3 , x _ 2 ) AND like . agent ( x _ 4 , x _ 1 ) AND like . theme ( x _ 4 , x _ 2 )	elips_RNR_in_dist
54	A girl appreciated and Emma liked the giraffe .	* giraffe ( x _ 2 ) ; girl ( x _ 0 ) AND appreciate . agent ( x _ 3 , x _ 0 ) AND appreciate . theme ( x _ 3 , x _ 2 ) AND like . agent ( x _ 4 , Emma ) AND like . theme ( x _ 4 , x _ 2 )	elips_RNR_in_dist
55	The king ate and the bear liked a boy .	* king ( x _ 0 ) ; * bear ( x _ 2 ) ; boy ( x _ 3 ) AND eat . agent ( x _ 4 , x _ 0 ) AND eat . theme ( x _ 4 , x _ 3 ) AND like . agent ( x _ 5 , x _ 2 ) AND like . theme ( x _ 5 , x _ 3 )	elips_RNR_in_dist
56	The girl painted and Lucas valued Julian .	* girl ( x _ 0 ) ; paint . agent ( x _ 1 , x _ 0 ) AND paint . theme ( x _ 1 , Julian ) AND value . agent ( x _ 2 , Lucas ) AND value . theme ( x _ 2 , Julian )	elips_RNR_in_dist
57	A dog drew and the fish liked a teacher .	* fish ( x _ 2 ) ; dog ( x _ 0 ) AND teacher ( x _ 3 ) AND draw . agent ( x _ 4 , x _ 0 ) AND draw . theme ( x _ 4 , x _ 3 ) AND like . agent ( x _ 5 , x _ 2 ) AND like . theme ( x _ 5 , x _ 3 )	elips_RNR_in_dist
58	Alexander liked and a girl liked Penelope .	girl ( x _ 0 ) AND like . agent ( x _ 1 , Alexander ) AND like . theme ( x _ 1 , Penelope ) AND like . agent ( x _ 2 , x _ 0 ) AND like . theme ( x _ 2 , Penelope )	elips_RNR_in_dist
